gender_M,gender_F,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_1,age_18,age_25,age_35,age_45,age_50,age_56,user_avg_rating_Action,user_avg_rating_Adventure,user_avg_rating_Animation,user_avg_rating_Children,user_avg_rating_Comedy,user_avg_rating_Crime,user_avg_rating_Documentary,user_avg_rating_Drama,user_avg_rating_Fantasy,user_avg_rating_Film-Noir,user_avg_rating_Horror,user_avg_rating_Musical,user_avg_rating_Mystery,user_avg_rating_Romance,user_avg_rating_Sci-Fi,user_avg_rating_Thriller,user_avg_rating_War,user_avg_rating_Western
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7981788645804087,0.7601703472194368,0.8222054513670963,0.8499947795593604,0.8283851120168533,0.5590446318776324,0.0,0.8857113013019984,0.667760891103818,0.0,0.0,0.8569501158795033,0.0,0.713295938667707,0.723407632029136,0.6121141501784998,0.6988057898470406,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7000000017622473,0.7473600557822798,0.0,0.0,0.7119997839900064,0.7161316153068571,0.0,0.7797468374060497,0.2707130190251038,0.3609506920334717,0.4192834739082243,0.0,0.5564674092531816,0.7416662551359534,0.7176203854602586,0.6967741894786047,0.7465745225591157,0.723407632029136
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7913035461445939,0.799999757292142,0.667760891103818,0.667760891103818,0.7533333237565976,0.0,0.0,0.7934162043582083,0.6289252108623364,0.0,0.44517392740254524,0.3609506920334717,0.2707130190251038,0.7221618298584649,0.7457184813344211,0.7221618298584649,0.5590446318776324,0.9078311946679909
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8315696395323958,0.7457184813344211,0.0,0.3609506920334717,0.0,0.4511883650418396,0.0,0.810563566667849,0.6289252108623364,0.0,0.723407632029136,0.0,0.0,0.5590446318776324,0.7078993220007221,0.6364974342997928,0.5564674092531816,0.6289252108623364
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5225806421089535,0.5972900529381094,0.7274256391997632,0.7457184813344211,0.6821428588601491,0.6571406429014826,0.713295938667707,0.6192307707896819,0.0,0.667760891103818,0.5586119001873715,0.5564674092531816,0.6198564096548502,0.6199999921182618,0.6132576435307022,0.5692307706246511,0.6808733960009931,0.3609506920334717
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7989117075812209,0.7438276915858203,0.8406304448758577,0.7749475121801489,0.7499999984477378,0.4192834739082243,0.0,0.7454531677921482,0.4192834739082243,0.0,0.0,0.8631482334386894,0.0,0.8000000009086929,0.48916405289292836,0.6121141501784998,0.7601703472194368,0.7190334351996263
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8620689437643676,0.9173874862891783,0.0,0.0,0.723407632029136,0.5590446318776324,0.0,0.7934162043582083,0.0,0.0,0.4511883650418396,0.0,0.3609506920334717,0.667760891103818,0.8578682752877491,0.9198864652960533,0.8638179465497188,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8055555572483168,0.7742648834382899,0.7728897416497483,0.5008206683278634,0.7777619134553615,0.79967221402999,0.0,0.7629629648837213,0.0,0.0,0.4511883650418396,0.3609506920334717,0.6364974342997928,0.8133333229938488,0.8919420848796042,0.8068965313634479,0.8379178502810575,0.3609506920334717
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.699995700813591,0.6754316061663563,0.8185085910633348,0.7981788645804087,0.748148081100226,0.749949205335628,0.48916405289292836,0.7777777797358257,0.2707130190251038,0.3609506920334717,0.18047534601673584,0.0,0.3609506920334717,0.7110966065877591,0.7742648834382899,0.7259258608695263,0.8161465241176806,0.4511883650418396
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7827160513532028,0.8228571449286846,0.8606060606060606,0.8218750020690693,0.8273224064543679,0.719911146753433,0.5590446318776324,0.836206898656874,0.8631578968016538,0.6364974342997928,0.7999910456261023,0.8864864885157573,0.7190334351996263,0.874626867873514,0.8366197204160483,0.8444443687665918,0.7666662412641315,0.7686219479720143
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7078993220007221,0.6198564096548502,0.09023767300836792,0.3242254266671396,0.6333333349277491,0.8724324912982104,0.3494028949235203,0.7370370388925206,0.3494028949235203,0.0,0.5455692293998223,0.6121141501784998,0.6121141501784998,0.6181806757300742,0.3182487171498964,0.6888748376318917,0.681961536749778,0.2707130190251038
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7457184813344211,0.7790543729544543,0.0,0.4511883650418396,0.6472886225760915,0.713295938667707,0.0,0.8660196278129434,0.0,0.2707130190251038,0.2707130190251038,0.4511883650418396,0.2707130190251038,0.2707130190251038,0.3609506920334717,0.723407632029136,0.2707130190251038,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6787878804967264,0.6666666683449992,0.4192834739082243,0.666168944471495,0.5999877618084217,0.6446506660410443,0.0,0.7727258446625928,0.6427125869096275,0.2707130190251038,0.5564674092531816,0.48916405289292836,0.5455692293998223,0.6612674077555686,0.70810810972905,0.6899957622305397,0.8406304448758577,0.44517392740254524
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5910333318498076,0.0,0.0,0.0,0.5702678968824623,0.5564674092531816,0.0,0.7074023431803756,0.0,0.0,0.454641024499852,0.0,0.4511883650418396,0.6808733960009931,0.48916405289292836,0.5001051269498372,0.4511883650418396,0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6714285731188904,0.6347819655885203,0.5590446318776324,0.5008206683278634,0.6000000015104993,0.6437499986676415,0.0,0.6962025333982585,0.6191456389858266,0.3494028949235203,0.5785623251940634,0.7274256391997632,0.6631504720321638,0.6239998106878708,0.6555421841980904,0.692063493805761,0.7535372786051828,0.6121141501784998
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.45028773744423756,0.49411072569263387,0.7728897416497483,0.5001051269498372,0.6363624603103705,0.09023767300836792,0.0,0.5910333318498076,0.0,0.2707130190251038,0.2795223159388162,0.4511883650418396,0.3609506920334717,0.6536550334755444,0.6081362777755495,0.5321192430536057,0.18047534601673584,0.2795223159388162
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.800000002013999,0.8171428585804096,0.8977691253011328,0.8533829603708495,0.8666666666666666,0.8272711984034817,0.4511883650418396,0.8289855093333467,0.8848741525009028,0.8660196278129434,0.7499953937288475,0.6988057898470406,0.8848741525009028,0.826564649976164,0.8017241399493741,0.8000000020139969,0.8993280750365182,0.5590446318776324
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6346456708890583,0.6716049399623695,0.876190478386322,0.7717948737378645,0.7050000017748366,0.6909090909090909,0.0,0.7922330117031835,0.709090909090909,0.723407632029136,0.562859671805297,0.8999983367246668,0.7934162043582083,0.7863636383406127,0.6909090926460875,0.6095238110513543,0.7999973044018049,0.7078993220007221
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7292929311289233,0.731818183658027,0.7333333240108473,0.6933333245193465,0.7756756776284383,0.826564649976164,0.2707130190251038,0.7641025659736308,0.7190334351996263,0.3609506920334717,0.6517241395717487,0.7529131913025664,0.5972900529381094,0.7714259721017404,0.6444444460668272,0.6807692324830472,0.7182153002409064,0.3494028949235203
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8352630716012847,0.681961536749778,0.0,0.0,0.681961536749778,0.7981788645804087,0.0,0.8429861093345629,0.0,0.4511883650418396,0.3609506920334717,0.0,0.6289252108623364,0.5590446318776324,0.7963867372508124,0.8406304448758577,0.7790543729544543,0.0
